organisation,wikidata,name,website,statistical-geography,toid,opendatacommunities,esd-inventories,start-date,end-date
government-organisation:IM1123,,Independent Anti-slavery Commissioner,https://www.gov.uk/government/organisations/independent-anti-slavery-commissioner,,,,,,
government-organisation:IM1203,,The Electoral Commission,https://www.gov.uk/government/organisations/the-electoral-commission,,,,,,
government-organisation:IM320,,Criminal Cases Review Commission,https://www.gov.uk/government/organisations/criminal-cases-review-commission,,,,,,
government-organisation:IM324,,HM Inspectorate of Prisons,https://www.gov.uk/government/organisations/hm-inspectorate-of-prisons,,,,,,
government-organisation:IM325,,HM Inspectorate of Probation,https://www.gov.uk/government/organisations/hm-inspectorate-of-probation,,,,,,
government-organisation:IM327,,Prisons and Probation Ombudsman,https://www.gov.uk/government/organisations/prisons-and-probation-ombudsman,,,,,,
government-organisation:IM329,,The Legal Ombudsman,https://www.gov.uk/government/organisations/the-legal-ombudsman,,,,,,
government-organisation:IM332,,Legal Services Board,https://www.gov.uk/government/organisations/legal-services-board,,,,,,
government-organisation:IM333,,Judicial Appointments and Conduct Ombudsman,https://www.gov.uk/government/organisations/judicial-appointments-and-conduct-ombudsman,,,,,,
government-organisation:IM335,,Independent Commission for Aid Impact,https://www.gov.uk/government/organisations/independent-commission-for-aid-impact,,,,,,
government-organisation:IM341,,House of Lords Appointments Commission,https://www.gov.uk/government/organisations/house-of-lords-appointments-commission,,,,,,
government-organisation:OT100,,The Crown Estate,https://www.gov.uk/government/organisations/the-crown-estate,,,,,,
government-organisation:OT1000,,Further and Higher Education Funding Councils for Wales,https://www.gov.uk/government/organisations/further-and-higher-education-funding-councils-for-wales,,,,,,
government-organisation:OT1001,,Broadcasting Standards Commission,https://www.gov.uk/government/organisations/broadcasting-standards-commission,,,,,,2003-12-29
government-organisation:OT1002,,"Department of the Environment, Transport and the Regions",https://www.gov.uk/government/organisations/department-of-the-environment-transport-and-the-regions,,,,,,2001
government-organisation:OT1003,,Northern Ireland Judicial Appointments Ombudsman,https://www.gov.uk/government/organisations/northern-ireland-judicial-appointments-ombudsman,,,,,,
government-organisation:OT1004,,United Kingdom Blood Transfusion Services,https://www.gov.uk/government/organisations/united-kingdom-blood-transfusion-services,,,,,,
government-organisation:OT1005,,Gowers Review of Intellectual Property,https://www.gov.uk/government/organisations/gowers-review-of-intellectual-property,,,,,,2006-12
government-organisation:OT1006,,Barker Review of Land Use Planning,https://www.gov.uk/government/organisations/barker-review-of-land-use-planning,,,,,,
government-organisation:OT1007,,Leitch Review of Skills,https://www.gov.uk/government/organisations/leitch-review-of-skills,,,,,,2006-12
government-organisation:OT1008,,Cooksey Review,https://www.gov.uk/government/organisations/cooksey-review,,,,,,
government-organisation:OT1009,,Varney Review,https://www.gov.uk/government/organisations/varney-review,,,,,,2016-12-06
government-organisation:OT1010,,Eliasch Review,https://www.gov.uk/government/organisations/eliasch-review,,,,,,
government-organisation:OT1011,,Veterinary Residues Committee,https://www.gov.uk/government/organisations/veterinary-residues-committee,,,,,,2015-01
government-organisation:OT1012,,Administrative Justice and Tribunals Council Welsh Committee,https://www.gov.uk/government/organisations/administrative-justice-and-tribunals-council-welsh-committee,,,,,,
government-organisation:OT1013,,Lyons Inquiry into Local Government,https://www.gov.uk/government/organisations/lyons-inquiry-into-local-government,,,,,,2007-03
government-organisation:OT1014,,Office of the Identity Commissioner,https://www.gov.uk/government/organisations/office-of-the-identity-commissioner,,,,,,2010-12
government-organisation:OT1016,,Bank of England,https://www.gov.uk/government/organisations/bank-of-england,,,,,,
government-organisation:OT1018,,Mid Staffordshire NHS Foundation Trust Public Inquiry 2010,https://www.gov.uk/government/organisations/mid-staffordshire-nhs-foundation-trust-public-inquiry-2010,,,,,,2010-02
government-organisation:OT1022,,UK Co-ordinating Body,https://www.gov.uk/government/organisations/uk-co-ordinating-body,,,,,,
government-organisation:OT1023,,HM Nautical Almanac Office,https://www.gov.uk/government/organisations/hm-nautical-almanac-office,,,,,,
government-organisation:OT1025,,Academy for Justice Commissioning,https://www.gov.uk/government/organisations/academy-for-justice-commissioning,,,,,,
government-organisation:OT1026,,Department for International Trade Defence & Security Organisation,https://www.gov.uk/government/organisations/uk-trade-and-investment-defence-and-security-organisation,,,,,,
government-organisation:OT1027,,Office of the Schools Adjudicator,https://www.gov.uk/government/organisations/office-of-the-schools-adjudicator,,,,,,
government-organisation:OT1029,,Operational Delivery Profession,https://www.gov.uk/government/organisations/civil-service-operational-delivery-profession,,,,,,
government-organisation:OT1030,,Policy Profession,https://www.gov.uk/government/organisations/civil-service-policy-profession,,,,,,
government-organisation:OT1031,,Project Delivery Profession,https://www.gov.uk/government/organisations/civil-service-project-delivery-profession,,,,,,
government-organisation:OT1032,,Procurement profession,https://www.gov.uk/government/organisations/civil-service-procurement-profession,,,,,,
government-organisation:OT1033,,Government Legal Service,https://www.gov.uk/government/organisations/civil-service-government-legal-service,,,,,,
government-organisation:OT1034,,Government Communication Service,https://www.gov.uk/government/organisations/civil-service-government-communication-service,,,,,,
government-organisation:OT1035,,Government Finance Profession,https://www.gov.uk/government/organisations/civil-service-government-finance-profession,,,,,,
government-organisation:OT1036,,Human Resources Profession,https://www.gov.uk/government/organisations/civil-service-human-resources-profession,,,,,,
government-organisation:OT1037,,Government Economic Service,https://www.gov.uk/government/organisations/civil-service-government-economic-service,,,,,,
government-organisation:OT1038,,Internal Audit Profession,https://www.gov.uk/government/organisations/civil-service-internal-audit-profession,,,,,,
government-organisation:OT1039,,Government Property Profession,https://www.gov.uk/government/organisations/civil-service-government-property-profession,,,,,,
government-organisation:OT1040,,Government Science & Engineering Profession,https://www.gov.uk/government/organisations/civil-service-government-science-engineering,,,,,,
government-organisation:OT1041,,Government Statistical Service,https://www.gov.uk/government/organisations/civil-service-government-statistical-service,,,,,,
government-organisation:OT1042,,Government Operational Research Service,https://www.gov.uk/government/organisations/civil-service-government-operational-research-service,,,,,,
government-organisation:OT1043,,Government Social Research Profession,https://www.gov.uk/government/organisations/civil-service-government-social-research-profession,,,,,,
government-organisation:OT1044,,Government Planning Profession,https://www.gov.uk/government/organisations/civil-service-the-government-planning-profession,,,,,,
government-organisation:OT1045,,Government Planning Inspectors,https://www.gov.uk/government/organisations/civil-service-government-planning-inspectors,,,,,,
government-organisation:OT1046,,Government Tax Profession,https://www.gov.uk/government/organisations/civil-service-government-tax-profession,,,,,,
government-organisation:OT1047,,Government Veterinary Services,https://www.gov.uk/government/organisations/civil-service-government-veterinary-services,,,,,,
government-organisation:OT1048,,Government Knowledge & Information Management Profession,https://www.gov.uk/government/organisations/civil-service-government-knowledge-information-management-profession,,,,,,
government-organisation:OT1049,,Government Occupational Psychology Profession,https://www.gov.uk/government/organisations/civil-service-government-occupational-psychology-profession,,,,,,
government-organisation:OT1050,,Government Corporate Finance Profession,https://www.gov.uk/government/organisations/civil-service-corporate-finance-profession-cfp,,,,,,
government-organisation:OT1051,,British Cattle Movement Service,https://www.gov.uk/government/organisations/british-cattle-movement-service,,,,,,
government-organisation:OT1052,,Intelligence Analysis,https://www.gov.uk/government/organisations/civil-service-intelligence-analysis-profession,,,,,,
government-organisation:OT1053,,Government IT Profession,https://www.gov.uk/government/organisations/civil-service-government-it-profession,,,,,,
government-organisation:OT1054,,Medical Profession,https://www.gov.uk/government/organisations/civil-service-medical-profession,,,,,,
government-organisation:OT1055,,Civil Service Reform,https://www.gov.uk/government/organisations/civil-service-reform,,,,,,
government-organisation:OT1056,,Government Digital Service,https://www.gov.uk/government/organisations/government-digital-service,,,,,,
government-organisation:OT1057,,Macur Review,https://www.gov.uk/government/organisations/macur-review,,,,,,
government-organisation:OT1058,,The Jeffrey Review,https://www.gov.uk/government/organisations/jeffrey-review,,,,,,2014-05
government-organisation:OT1060,,Rural Development Programme for England Network,https://www.gov.uk/government/organisations/rural-development-programme-for-england-network,,,,,,
